Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
7/13/20,62,64.4,58.1,63.5,160,95113,5908914.3
7/10/20,67.1,67.1,64.7,65,259,107433,7045223
7/9/20,68,68,67,67.7,77,117960,7957940.1
7/8/20,68.4,68.4,67.7,67.9,43,41146,2798421.6
7/7/20,66.3,68.4,66.3,68.1,94,58288,3949692.1
7/6/20,66.8,66.8,65.1,66,92,26634,1752540
7/3/20,66.5,67,66,66.1,83,28713,1898597.6
7/2/20,67.3,67.5,66.6,66.8,78,36712,2458973.3
7/1/20,67.9,68,67,67.3,43,11704,788279.8
6/30/20,67.1,67.5,66.9,67,55,217338,14564532.8
6/29/20,68,68,66.9,67.1,119,49321,3310837.6
6/26/20,68,68,67.5,67.9,94,57962,3936340.8
6/25/20,68.9,69.7,67.7,68.1,95,69361,4744534
6/24/20,69.8,69.8,67.8,68,124,50751,3470208.3
6/23/20,68,70,67.5,68.4,186,109622,7572373
6/22/20,64.2,67,64.2,67,209,124426,8152338.5
6/19/20,63.9,64.2,63.5,64,71,38904,2488453.2
6/18/20,64.1,64.9,63.6,63.9,140,67146,4299039.5
6/17/20,63,64,62.5,63.8,108,68516,4335841.8
6/16/20,62.3,63,62.2,62.6,107,111439,6975508.4
6/15/20,61.7,62.5,61.7,62.1,73,50085,3122645.6
6/12/20,61.5,62.5,60.8,62.1,88,35596,2198711.7
6/11/20,62,62.9,61.8,62,117,66369,4140916.5
6/10/20,61.8,62,61.3,61.8,48,17005,1046825.4
6/9/20,60,62,60,61.8,104,64575,3952944.9
6/8/20,60,60.4,59.9,60.1,88,46759,2807007.6
6/4/20,60.5,60.5,59,59,102,41860,2473805.5
6/3/20,61.6,61.6,59,59.4,131,65653,3890989.7
6/2/20,60,60.8,59.5,60.1,54,42723,2570056.1
6/1/20,61,61,59.5,59.9,88,37419,2244529
5/29/20,62,62,60.6,60.9,84,86943,5314034.2
5/28/20,61.5,62.7,61.5,62,89,79085,4919468.8
5/27/20,59.2,61.5,58.5,61.2,113,134521,8069477
5/26/20,60,60,58.1,59,207,256629,15182251.8
5/22/20,61.9,62,60.5,61.6,114,62458,3819078.5
5/21/20,60,61.8,59.1,60.2,226,409229,24555848.7
5/20/20,61,61,59,59.9,233,328661,19707559.6
5/19/20,62,64,60.4,60.9,217,234552,14507337.5
5/18/20,59.5,62.8,59.1,61.8,123,84474,5167334.2
5/15/20,60,61,58.5,59,133,121755,7195097.8
5/14/20,60,60.9,57,59.8,118,88446,5204449.2
5/13/20,53.4,59,53.4,57.2,224,135863,7736978.5
5/12/20,49,53,46,50.9,238,186516,9302545.9
5/11/20,49.9,49.9,49.9,49.9,39,11710,584329
3/20/20,59,59.5,52.7,53.5,313,237185,12871784.2
3/13/20,60.2,61.9,58.8,60.2,383,560363,33608026.4
3/12/20,60,64.9,60,62,196,71566,4342334.2
3/11/20,63,65.4,63,65,165,149125,9661467.9
3/10/20,64.5,64.5,59,63.2,269,207093,12724865.6
3/6/20,65.1,66,64,65,201,131638,8499592.3
3/5/20,67.3,68,65,65.5,287,162854,10759122.8
3/4/20,71.1,71.1,67.2,67.5,292,180987,12504955.1
3/3/20,72,72.9,71.9,72,104,97274,7005222.1
3/2/20,71,71.9,70.5,71.8,118,65798,4694562.8
2/28/20,70,71.4,70,70.9,111,154441,10820442
2/27/20,69.7,72,69.2,71.9,117,80752,5776747.5
2/26/20,71.9,72,69.9,70.3,280,233674,16565400.6
2/25/20,72,73.4,71.5,72,245,153586,11104286.6
2/24/20,73,73,71,71.9,149,94020,6771415
2/20/20,73.8,74.7,73,73,42,19702,1441074.6
2/19/20,74.5,74.5,73.7,74,24,1971,145800.2
2/18/20,72.5,74.5,72.3,73.9,91,34109,2500087.5
2/17/20,72.2,73,72.2,72.5,81,26621,1931379.2
2/14/20,73,73,72,72.1,55,16945,1228281.9
2/13/20,72.1,73.3,72,72.9,56,31442,2282602
2/12/20,72.5,72.5,72,72.5,65,21768,1572584.9
2/11/20,72.5,72.9,72.1,72.4,43,11711,848028.3
2/10/20,73.1,73.8,72.4,72.6,112,38713,2821413.2
2/7/20,73.1,73.8,73,73.7,38,107672,7873817.1
2/6/20,72.8,73.8,72.8,73.2,40,15244,1117105.7
2/5/20,73.1,73.5,72.6,72.8,109,20283,1476960.4
2/3/20,74,74.4,72.6,73.9,45,12920,954049.9
1/31/20,73,74.4,72.8,73.9,27,15947,1174097.8
1/30/20,72.7,73.8,72.5,72.9,56,50862,3713790.2
1/29/20,73.5,73.8,72.8,73.5,24,2749,202214.8
1/28/20,73,73.5,72,72.3,146,94488,6853623.7
1/27/20,74.9,75.1,72.5,74.3,189,122335,8987231.4
1/24/20,73.9,75.2,73.4,74.9,222,198248,14792453.6
1/23/20,69.7,73.8,69.7,73,302,748683,52613334.7
1/22/20,69.6,70,69.5,69.7,182,159857,11152076.4
1/21/20,69.8,70,69,69.5,89,40247,2789398.3
1/20/20,70,70,69.8,69.9,62,30021,2098336.7
1/17/20,69.9,70,69.6,69.8,78,51898,3626906.2
1/16/20,70,70.1,69.4,69.6,102,65916,4608067.9
1/14/20,71.7,71.7,69.8,70.1,130,63376,4469785.3
1/13/20,72,72,71,71.5,75,35089,2509427.7
1/9/20,69,72,69,71.8,307,583153,41032230.6
1/8/20,70,70,67,67.5,244,166702,11350199.1
1/7/20,74,74,68,70.2,209,194132,13637735.6
1/6/20,74.4,75,73.4,73.6,89,56949,4216982.1
1/3/20,75,75,74.3,74.8,72,113647,8492162.3
1/2/20,75.4,75.4,74.5,74.5,60,27651,2071053
12/31/19,74.5,75.4,74.1,74.9,41,11587,864004.2
12/30/19,76.5,76.5,74,75,113,283410,21172935.2
12/27/19,76,77.5,75,75,131,314702,23690375.2
12/26/19,74.3,76,74.3,75,359,440542,32983419
12/24/19,73.2,74,73.2,74,65,46224,3420346
12/23/19,73.5,73.9,73.4,73.5,38,41172,3028472.3
12/20/19,73,73.9,73,73.8,45,26056,1914819.2
12/19/19,74,74,73.5,73.5,76,48538,3584110.4
12/18/19,74,74,73.6,73.9,38,12979,958956.3
12/17/19,74.1,74.1,73.8,73.9,114,99870,7390124.1
12/16/19,76,76,74,74.1,95,40257,3011920.2
12/13/19,76,76.3,75.7,76,82,23514,1788152.6
12/12/19,75,76.4,75,75.9,85,39539,2994520.4
12/10/19,75.7,75.9,74.1,74.5,127,74422,5571324.2
12/9/19,76.9,78,75,75.2,124,37748,2857777.4
12/6/19,77,79.4,76.9,77,112,48448,3746138.4
12/5/19,78,80,77,77.1,152,88539,6870344.9
12/4/19,79.9,80,78.5,79.5,120,213490,16986080.6
12/3/19,80.5,80.6,78.8,78.9,98,80739,6395452.3
12/2/19,79,80.6,79,80.1,159,108608,8669391.7
11/29/19,81.3,81.5,78.5,78.7,266,189337,15144957.3
11/28/19,81,83,79.2,79.9,423,440863,35579852.1
11/27/19,74.9,79.8,74.9,79.1,556,398155,30976604
11/26/19,72.8,74.9,72.8,74.3,135,107137,7934736.2
11/25/19,73.7,73.9,73,73.1,168,226818,16642001.4
11/22/19,73.9,73.9,72,73.3,115,190360,13921461.6
11/21/19,72.5,73.9,72.5,73,87,83139,6078483
11/20/19,74,74.5,72.5,72.6,195,218809,16142342.6
11/19/19,71.5,75.1,71.4,73.4,402,340308,24936888.8
11/18/19,70,71.6,70,71.1,251,315262,22327049.7
11/15/19,68.5,69.4,68.5,69.1,170,245410,16893706.8
11/14/19,68,68.7,67.8,68.5,136,138515,9465598
11/13/19,66.9,68.5,66.5,67.6,106,163242,11046563.5
11/8/19,65.8,65.9,65,65.7,63,32800,2141397.8
11/7/19,66.6,67,64.9,65.1,233,114106,7474667.4
11/6/19,67.5,67.8,66.7,67,73,31580,2122787.6
11/5/19,68,68.2,67.4,67.5,60,38061,2576647.1
11/4/19,69.8,69.8,67.1,68.8,162,46024,3135276.3
11/1/19,70,70.7,70,70.4,246,339673,23848390.5
10/31/19,68.8,70.5,68.7,70,279,418515,29264591.5
10/30/19,68.4,69,68,68.5,154,89377,6116672.3
10/29/19,68,68.4,67.4,68,131,74050,5027456.6
10/28/19,69,69.9,65.5,67.4,458,947604,62887319.7
10/25/19,67,69.4,67,68.5,412,316252,21603491.5
10/24/19,64,66,63.8,65,109,47086,3040920.6
10/23/19,63.2,64,63.1,63.8,112,35987,2283560.4
10/22/19,62.3,63.5,62,63.1,60,12811,803253.6
10/21/19,62.5,62.5,61.9,62,60,18539,1149529.5
10/18/19,62,63,62,62.2,20,17704,1102556
10/17/19,62,62,61.1,61.4,43,11800,725281.1
10/16/19,62.6,62.6,61.8,61.9,56,22120,1375335.9
10/15/19,63.5,63.5,62.4,62.5,32,7238,453103.4
10/14/19,62.5,63.5,62.5,63.1,95,125157,7865473.3
10/11/19,62,62.5,61.8,62.4,31,4201,261452.9
10/10/19,62,63,61.7,62.4,98,65637,4115565.6
10/9/19,60,62,59.9,61,125,248476,15010128.5
10/8/19,60,60,59.6,60,41,38507,2308802.7
10/7/19,59.5,60.5,59.5,60,46,41034,2461690.9
10/4/19,59.5,60,59.5,59.6,16,5962,355464.9
10/3/19,59.8,60,59.5,59.5,20,3034,181066.2
10/2/19,60.8,60.8,59.6,59.8,23,9460,565338.8
10/1/19,60,61,60,60,65,46969,2828721
9/30/19,60,60,59,59,21,7288,430243.3
9/27/19,58.9,60.4,58,58.4,54,32352,1886058.7
9/26/19,59,60,58,58,58,35116,2040059.4
9/25/19,59,59,57.8,58,84,86255,5008523.2
9/24/19,60,60,57.1,57.3,202,59167,3415436.1
9/23/19,61,61,58.6,58.9,145,50054,2970659.8
9/20/19,61.5,61.9,60,60.2,140,49358,2984608.3
9/19/19,62.1,62.5,61,61.2,88,28959,1775540.9
9/18/19,62.5,62.8,62,62.1,65,33444,2076940.1
9/17/19,63.4,63.4,62,62.4,42,13079,821584.6
9/16/19,63.5,63.5,63,63,91,41806,2648524.9
9/12/19,64,64,63.2,63.4,53,31901,2023871.9
9/11/19,63.5,63.5,63.2,63.5,33,52290,3320408.7
9/10/19,64.1,64.2,63.5,63.5,80,77735,4965142
9/9/19,64,64,63.8,64,23,19518,1249146
9/6/19,64,64,63,63,54,24680,1556981.6
9/5/19,64.1,64.2,63.7,64,24,10744,687244
9/4/19,64.6,64.9,64.1,64.4,31,11207,724347.9
9/3/19,64.8,64.9,64,64.5,30,18984,1219367.2
9/2/19,63.9,64.9,63.9,64.1,33,24364,1567516.9
8/30/19,63.4,64.7,63.2,63.7,34,39418,2510066
8/29/19,64.5,64.7,63,63.3,85,54447,3441242.8
8/28/19,64.6,65.2,63.4,64.8,76,67812,4371054.2
8/27/19,65.9,65.9,63.5,64,115,47360,3036243.4
8/26/19,67,67,66,66.4,153,103081,6875386.1
8/23/19,66,67,66,66.7,70,39425,2620313.3
8/22/19,65.9,66,65.8,66,31,10178,670852.7
8/21/19,66,66.5,65.7,65.9,40,9031,596378
8/20/19,66.5,66.5,65.6,66,49,15372,1013518.1
8/19/19,66,66.9,65.4,65.9,85,21120,1393465.6
8/16/19,67,67,65.1,66,23,2483,164757.4
8/15/19,67,67,65,66.5,53,27581,1814568.4
8/13/19,67.9,68,66,67,66,44855,3003493.7
8/9/19,65,67,65,66.4,140,115770,7623464.8
8/8/19,65.5,65.5,63.6,64,33,24743,1606687.5
8/7/19,63,65.5,63,65,57,86288,5496332.8
8/6/19,64.5,64.5,62.8,63.1,180,182207,11559477.3
8/5/19,66.5,66.8,65,65.1,56,28903,1905805.5
8/2/19,66.5,66.5,63.5,65,225,346783,22357429.5
8/1/19,68,68,66,66,82,52801,3505886.5
7/31/19,69,69,66.6,66.9,151,198190,13381536.7
7/30/19,70,70,66,68,138,88540,6074055.7
7/29/19,66,70,66,68.7,198,215118,14754997.9
7/26/19,66.1,66.1,64.2,65,155,963857,62653145.7
7/25/19,65.5,66.1,65.3,65.6,159,319811,21014132.6
7/24/19,63,65.5,62.2,65,277,497085,31725880.4
7/23/19,61.5,62,61.5,62,125,450216,27871474
7/22/19,61.1,62,61.1,61.5,49,64112,3940153.7
7/19/19,61.2,62,61,61.8,84,299213,18279830.5
7/18/19,61.5,61.7,60,61,220,286680,17412328.1
7/17/19,60.5,62,60.3,61.5,93,175502,10769580.8
7/15/19,60,60.8,59.9,60.3,55,66918,4025905
7/12/19,59.4,60,59.4,59.6,33,251705,15001152.4
7/11/19,59,59.8,59,59.2,59,51874,3067437
7/10/19,59.9,59.9,58.9,59,116,149063,8795835.7
7/9/19,59.9,60,59.4,59.5,84,180739,10760507.8
7/8/19,59.5,60,59.3,59.9,35,111836,6699023.9
7/5/19,61,61,58.5,59.4,129,804754,47231793.3
7/4/19,59,61.9,58.6,60.3,190,219500,12989441.3
7/3/19,58.9,59,58.5,58.5,156,315764,18479092.2
7/2/19,59,59,58.7,58.8,70,49389,2905058.4
7/1/19,59.5,59.5,58.5,58.7,95,65572,3855024.2
6/28/19,59.5,59.5,58.7,59,62,49223,2904206.3
6/27/19,59.2,59.2,58.8,59,67,72120,4254962
6/26/19,59.1,59.1,58.7,59,79,43375,2559077.3
6/25/19,59.8,59.8,59,59.5,62,20215,1201417.2
6/24/19,59.8,60.5,59.8,60.1,46,41490,2495934.2
6/21/19,60,60,59.9,60,32,25593,1534841.5
6/20/19,60,60,59.7,60,52,37436,2245714.8
6/19/19,60.5,60.9,60,60,60,57280,3445757.9
6/18/19,60.9,60.9,60,60.2,60,75369,4537921.7
6/17/19,61,61,60,60.9,42,33658,2041867.3
6/14/19,60,61,60,60,65,181389,10887165.2
6/13/19,60.3,60.9,60,60,59,32816,1975193.5
6/12/19,61,61,60.3,60.3,86,551177,33319326.1
6/11/19,59.7,60.8,59.7,60.1,47,38383,2301352
6/10/19,59,59.5,59,59.5,13,1095,64861.5
6/7/19,59.2,59.2,59,59,55,9517,561798
6/6/19,59,59.5,59,59.2,18,1762,104219
6/4/19,59.9,60,58.5,59.1,47,10181,601775.1
6/3/19,59.4,60.5,59,59.7,23,2267,135781.8
5/31/19,61,61,58.1,59.4,62,22510,1350187.5
5/30/19,61.2,61.9,60,60.4,120,32613,1985869.7
5/29/19,56.5,61.8,56.5,61.1,121,51583,3077018.1
5/28/19,55.9,56.9,55.5,56.3,48,22768,1274545.8
5/27/19,55,55.9,54.7,55.6,76,79511,4374005.9
5/24/19,55.1,55.3,54.6,55,97,879298,48359651.8
5/23/19,55.5,55.9,55,55,126,233090,12820650.6
5/22/19,54.9,56,54.5,55,211,243802,13407546
5/21/19,54,55,54,54.8,77,27244,1488050.9
5/17/19,54,55,53.9,54,106,23701,1280477.2
5/16/19,54,55,53.7,54.2,59,12740,689638
5/15/19,55,55.1,53.9,54,39,12700,688623.5
5/14/19,54.9,55,54,54.7,65,20591,1118695.2
5/13/19,55.5,55.5,54.3,54.4,49,16774,916347.9
5/10/19,55,55.5,54.3,55,47,20049,1101633.5
