Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
5/29/20,27.5,27.5,26.7,26.8,98,107629,2890422.5
5/28/20,26.9,27.5,26.6,27.2,105,340280,9188020.3
5/27/20,27,27,26.5,26.5,97,149960,3994273
5/26/20,26.8,27,26.3,26.9,196,827869,21926433.7
5/22/20,26.5,27,25.7,26,168,373440,9850050.2
5/21/20,24.9,26,24.8,25.7,219,873738,22075212.7
5/20/20,25.9,25.9,24,24.4,224,1909004,46718353.4
5/19/20,24.6,26.9,24.4,24.8,331,1086978,27623713.6
5/18/20,22.3,24.7,22.3,24.4,266,743466,16999456.1
5/15/20,22.4,22.5,22.2,22.2,174,702999,15697003.9
5/14/20,22.8,23,22.3,22.4,121,666828,15026170.1
5/13/20,20,23.2,20,22.4,112,1396500,31358726.7
5/12/20,20,20,18,19.4,187,2124235,42003311
5/11/20,21.5,21.5,21.5,21.5,19,27058,581747
3/20/20,25,25.3,23,23.3,119,229214,5389671.2
3/13/20,28,28,25.3,26.7,261,3782952,98813242
3/12/20,30.5,30.5,28,28.4,148,210463,5985423.5
3/11/20,30.5,31.3,30.2,30.8,157,1895910,58334466.1
3/10/20,32,32,28,30.2,206,2213059,65527826.1
3/6/20,34.3,34.4,33,33.1,91,32043,1064973.1
3/5/20,34.8,35,34.5,34.6,43,1335728,46749504
3/4/20,35.1,35.1,34.8,34.8,32,11573,404762
3/3/20,36,36,35,35,51,1039485,36390126.7
3/2/20,35,38,34.1,37,87,170930,5981006.9
2/28/20,35,35,34.6,35,83,917167,32100583.7
2/27/20,35,35.9,35,35,153,2109558,73891451.3
2/26/20,36.7,37,34,35,103,66901,2397076
2/25/20,37,37,36.6,36.8,52,59095,2176966.3
2/24/20,38,38,36.6,37,90,446272,16755123.8
2/20/20,38.7,38.7,37.6,37.6,113,6846216,257524775.6
2/19/20,39.1,39.1,38.6,38.6,17,6248,243120
2/18/20,39.3,39.3,38.6,38.7,88,34796,1354489.9
2/17/20,40.1,40.1,39,39.3,71,23571,928838.8
2/14/20,40.5,40.9,40,40.7,94,101619,4123125.4
2/13/20,40,40.6,39.8,40.2,52,79358,3174535.9
2/12/20,40.9,40.9,39.9,40,121,254232,10180009.6
2/11/20,41,41,40.6,40.7,56,182578,7437866.1
2/10/20,40.8,41,40.5,40.9,54,20652,840923.4
2/7/20,42,42,40.5,41,127,107291,4411198.9
2/6/20,39.7,40.5,39.7,40.2,11,2285,91726.9
2/5/20,39.8,40.2,39.7,40,32,17087,683120.2
2/3/20,39.5,39.7,39.5,39.7,22,10551,418184.7
1/31/20,40,40,39.3,39.5,28,21161,834821.7
1/30/20,39.2,40,39.2,39.2,20,14937,586613.1
1/29/20,39.9,39.9,39.1,39.2,12,1777,69712.9
1/28/20,39.5,39.5,39,39.2,39,132418,5168999.3
1/27/20,40,40,39.7,39.7,15,15961,636114.6
1/24/20,39.9,40.2,39.9,40,18,8442,337657.3
1/23/20,40.2,40.2,39.9,39.9,42,26347,1052955.4
1/22/20,40,40,39.7,40,48,26041,1041456.4
1/21/20,39.5,39.9,39.2,39.9,17,3140,124802.3
1/20/20,39.8,39.9,39,39,61,136103,5313869
1/17/20,39.4,39.8,38.6,39.6,18,2815,109907.1
1/16/20,39,39,38.7,38.9,21,5680,221002
1/14/20,39.2,39.9,39,39.2,16,3123,121960.2
1/13/20,39,40,39,39.5,22,4189,165161.4
1/9/20,39,40,39,39.4,42,24674,975012.5
1/8/20,39.4,39.4,38.4,38.5,93,969673,37339960.6
1/7/20,39.9,39.9,38.7,38.8,71,180220,7019871.7
1/6/20,40,40,39.4,39.5,53,90627,3614907.7
