Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
12/31/19,88.5,89.9,88,88.5,93,227643,20146498.7
12/30/19,90,90.1,88,89,63,85367,7637531.5
12/27/19,90,91,89.9,90,63,45189,4070608.9
12/26/19,89.2,90.4,89.2,90,47,87012,7826801.9
12/24/19,89,89,88,88.4,24,14769,1305225.3
12/23/19,88,88,87.7,88,25,117300,10322364
12/20/19,89.4,89.7,87.5,89.7,8,861,76089.7
12/19/19,89.9,90,87,89.7,37,283006,25242911.5
12/18/19,87.5,87.5,86.5,87,78,114268,9940812.5
12/17/19,87.6,89.4,87,87.2,45,31958,2784292.4
12/16/19,90.1,90.1,87,87.5,55,46829,4096924.5
12/13/19,90.7,92,90.1,90.1,17,37512,3393209.9
12/12/19,87.6,92.4,87.6,90.9,38,13062,1177885.9
12/10/19,89,90,86.2,86.7,75,30846,2713570.3
12/9/19,92.9,92.9,89,90.2,91,87783,7918012.8
12/6/19,93,94,92,92.5,44,24788,2301324
12/5/19,95,95.9,92.6,93.5,79,273220,25547595.4
12/4/19,94.9,95.9,93.9,94.8,80,307887,29224936.6
12/3/19,95,95.5,93.3,94.1,92,84046,7892494.7
12/2/19,95.4,98.7,95,95.3,109,203898,19454314.6
11/29/19,99,99,96,97,189,364750,35370447.7
11/28/19,96.9,99.1,95.1,98.4,349,698032,68797382
11/27/19,92.3,96,92.3,94.4,313,347887,32766313.4
11/26/19,89.5,92,89,91.5,332,404096,36854835.8
11/25/19,85.9,89.1,85.9,88.9,245,343402,30266156.2
11/22/19,84,87,83,85.5,131,108923,9315022.6
11/21/19,84.5,86,83,83.2,291,1641715,136748796.4
11/20/19,87.6,87.6,84,84.2,278,348601,30166993.5
11/19/19,84.9,92,84.9,86.8,483,950692,82326318.5
11/18/19,83,85,82,84.4,339,487084,40710134.4
11/15/19,77,81.3,76.5,80.3,305,467238,36999206.6
11/14/19,77,77.4,76.3,76.8,104,99298,7623572
11/13/19,75,77.8,75,76.8,420,865636,66047185.5
11/8/19,73.5,74.9,73.5,74.2,109,773612,57197994.4
11/7/19,73.4,73.8,73.4,73.6,95,225242,16560735.8
11/6/19,73,74.9,73,73.5,156,921516,67869263.5
11/5/19,73.3,73.3,72.7,73,82,135885,9921861
11/4/19,74.8,74.8,72.5,73.9,122,657493,48579115.1
11/1/19,71.5,74.8,71.5,74.5,271,404279,29702705.1
10/31/19,70.9,71.5,70.5,71.1,197,791021,56041814.9
10/30/19,70.1,70.9,69.6,70.7,99,65883,4618406.9
10/29/19,70.5,71.3,70.1,70.4,76,49362,3482403.6
10/28/19,71.1,72,70.2,70.7,67,48295,3420908.8
10/25/19,71,71.4,70.5,71.2,127,153083,10867468.4
10/24/19,69,71.4,68.7,70.5,209,647882,44906044
10/23/19,67.9,69.8,67,69,214,494075,33400183.1
10/22/19,67,68,66.9,67.2,207,461053,30903038
10/21/19,68.8,68.8,66.9,67,105,349525,23441639.4
10/18/19,67,68,66.5,67,65,115125,7710775.5
10/17/19,66.9,67.5,66.5,67,53,37143,2485059.6
10/16/19,67,67,66,66.2,56,51594,3436823.5
10/15/19,67.9,67.9,65,66.9,187,860062,56029915.4
10/14/19,66.8,68,65,66,186,453116,29506736.9
10/11/19,65,66.7,64.7,65.1,48,59358,3859600.8
10/10/19,66,66,64.8,65,70,58602,3814968
10/9/19,64.4,66,64.4,65,99,136170,8862578.4
10/8/19,62.3,64.5,62.3,63.9,27,7454,472432.8
10/7/19,62.2,64.5,62,62.6,53,61714,3849624.1
10/4/19,62,63,62,62.4,15,1282,79703.4
10/3/19,63,63,62.1,62.3,6,335,20848.5
10/1/19,62.3,62.5,62,62,34,37735,2342471.6
9/30/19,64.8,64.8,62.5,62.6,19,14790,931238.3
9/27/19,62.6,64.4,62.5,64,9,726,46016.9
9/26/19,63,63.9,62.5,62.5,53,23008,1449806.4
9/25/19,62.9,63,62.5,62.7,28,16225,1021385
9/24/19,63,63,62.2,62.4,29,7679,482598.9
9/23/19,63,63.2,62.8,62.8,34,33172,2085507.5
9/20/19,63,63,62.8,62.9,16,7663,481949.6
9/19/19,63.2,63.2,62.7,62.7,55,59581,3755897
9/18/19,64.4,64.4,63.1,63.1,2,103,6503.2
9/17/19,63,64,62.8,63,64,33877,2134228.4
9/16/19,63,63,62.8,62.8,21,3857,242685.6
9/12/19,64,64,62.8,63,50,40745,2576583.6
9/11/19,63.2,64,63.2,64,5,2130,135040
9/10/19,65.9,65.9,62.5,63.1,73,51759,3313112
9/10/19,65.9,65.9,62.5,63.1,73,51759,3313112
9/9/19,63.9,65.8,63.9,65,17,18642,1211433.8
9/6/19,66,66,64,64,28,7667,493331.4
9/5/19,64.6,66,64.5,66,9,685,44536.8
9/4/19,67,67,65,65,41,30181,1963757.6
9/3/19,65,67.8,64.6,65.3,11,4213,274212.6
9/2/19,68,68,65,65,82,31745,2077020.7
8/30/19,66.9,68,66.2,67.4,39,6873,458908
8/29/19,66.8,67,66.8,67,15,2405,161115
8/28/19,67,67.5,66.8,67,20,5731,384024.5
8/27/19,66.9,67,66.7,67,5,1000,66900
8/26/19,67.5,69,66.5,66.7,55,28127,1882831
8/23/19,69,69,67,67.1,37,6866,460625.9
8/22/19,68.9,68.9,67,67.5,56,17851,1202613.4
8/21/19,69,70,67,67,153,185110,12487343.4
8/20/19,69,71.5,69,70,15,10030,692627
8/19/19,70,70,69,69.1,14,2365,163925.3
8/16/19,70,70,70,70,5,5300,371000
8/15/19,70,70,69.1,69.7,8,2225,155692.5
8/13/19,75,77.4,69,69.4,136,106604,7500229.2
8/9/19,72.5,73,72,72.2,56,52638,3831223.6
8/8/19,72,72,70,71.5,10,8005,575829.6
8/7/19,69.5,72.6,69.5,72.1,21,5775,414103
8/6/19,72,72,68.2,69.2,38,9607,666029.9
8/5/19,73,73,69.9,70,54,112692,7889584.4
8/2/19,74,74,70,72.9,45,13639,979063.7
8/1/19,73.5,75,72,72.4,46,38839,2861611.5
7/31/19,75.9,75.9,74,74,42,98799,7403731
7/30/19,75,75,73,73.6,65,22467,1668100.6
7/29/19,76.5,76.5,73.9,75,82,40052,2999557.1
7/26/19,79,79,73,75,117,179767,13423848.4
7/25/19,78.4,79.5,77.2,78.4,28,3383,265427
7/24/19,75,82,75,79,186,118285,9408436.3
7/23/19,70,74.8,70,73.8,62,54333,3958441.8
7/22/19,70,70.5,68.7,69,46,23334,1615426.2
7/19/19,67.5,71,67,69.9,100,114513,7906939.2
7/18/19,67,68,66.2,67.3,41,16901,1135622.8
7/17/19,64,67,64,66,110,95352,6212766.3
7/15/19,64.9,65,64,64.8,32,35791,2318083
7/12/19,64,64,62.7,63.3,23,3739,236562.4
7/11/19,64,64.9,64,64,19,3352,214537.8
7/10/19,63.4,64,63.4,63.6,8,1834,116557
7/9/19,63.7,63.7,63,63.1,31,6345,401237.4
7/8/19,63.2,64,63.2,63.9,12,1049,66546
7/5/19,65.9,66,64.1,65,33,9480,616786.4
7/4/19,64.5,65.5,63,65,49,22842,1462467.5
7/3/19,63.1,64,63,63.7,10,9285,591045.9
7/2/19,63.6,63.9,62.8,63,27,7905,498034.5
7/1/19,64,64,63.5,63.6,40,11551,738231.9
6/28/19,64.5,64.5,63,63.1,12,250,15786.9
6/27/19,62.5,64,62.5,64,23,14240,911030
6/26/19,62.5,62.5,62,62.2,14,1162,72473
6/25/19,62.7,63.5,62,62.6,21,2075,129800.4
6/24/19,64,64,63,63.4,19,8093,513496.1
6/21/19,64,64,63.5,63.9,17,5595,357772.4
6/20/19,63,64,63,63.9,23,9938,631492
6/19/19,63,63,62.5,63,28,12117,763191.4
6/18/19,63,63,62,62.7,16,3070,193105
6/17/19,61.6,63,61.6,61.5,4,27,1666
6/14/19,62.1,62.1,60,61.5,13,5763,349841.6
6/13/19,62,64.3,62,63.5,48,21622,1380834.3
6/12/19,58.8,61.9,58.8,61.6,29,5549,334322.7
6/11/19,58.7,58.7,57.5,58,14,4642,268088
6/7/19,57.7,57.7,55,57,32,165836,9137934.8
6/6/19,58,58.1,58,58.1,10,12252,711616
6/4/19,60,60,58,58,21,9618,568549
6/3/19,59.5,59.5,59,59,9,5665,335338
5/31/19,58.9,58.9,57.5,57.7,16,4532,262937.4
5/30/19,59.5,59.5,59.5,59.5,2,3000,178500
5/29/19,57.9,59.5,57.9,59.3,25,22583,1335232.1
5/28/19,57.9,57.9,57.9,57.9,1,1000,57900
5/27/19,57.9,57.9,56.5,57,11,1662,94480
5/24/19,57,57,57,57,1,5,285
5/23/19,55.5,57,55.5,57,12,1599,89473
5/22/19,55.9,56.5,55.5,55.5,30,60531,3359793.5
5/21/19,55.6,56.5,55.5,55.9,13,476,26618.9
5/17/19,55.5,55.8,55,55.5,23,7693,426530.7
5/16/19,55,55,54.6,55,6,1080,59368
5/15/19,55.1,56.4,53.1,55.6,14,3729,204951.9
5/14/19,55.5,56,55.5,55.8,12,8566,475632
5/13/19,56.9,57,56,56.2,11,4625,260204
5/10/19,55.6,55.7,55.5,55.6,8,1102,61231.2
5/9/19,55.6,55.6,55.5,55.6,2,1118,62149
5/8/19,56.9,57,55.5,55.8,7,2547,142677
5/7/19,57,57,55,55.5,27,7050,393937.2
5/6/19,58,58,56.7,57.1,15,1980,113233.1
5/3/19,57.6,58,57.6,58,4,1010,58380
5/2/19,58.5,58.5,57.7,58.2,9,1437,83483.5
4/30/19,59,59,57.5,57.5,2,2000,115750
4/29/19,57,58.9,57,57,26,12489,712239.5
4/26/19,57,58.9,56.6,57,48,26111,1488325
4/25/19,57,58,57,57,16,3015,171900
4/24/19,58,58,55.5,57.3,35,7730,446184.5
4/23/19,60,60,58.2,60,26,31890,1912327.4
4/18/19,61,61,60.7,60.8,9,7461,455071
4/17/19,61.6,61.7,61,61,37,28082,1714100
4/16/19,61.7,61.7,61,61,28,6955,425104.8
